version_added,version_revoked,reverse_patch,component,priority,min_lon,max_lon,min_lat,max_lat,spatial_complete,min_date,max_date,time_complete,npoints1,npoints2,displacement_type,error_type,max_displacement,spatial_model,time_function,time0,factor0,time1,factor1,decay,file1,description
20130801,0,Y,1,0,165.40000000000001,166.90000000000001,-51.375,-50.125,Y,0,0,Y,11,11,3d,none,0.00342,llgrid,step,2009-07-15,-1.05,2009-07-15,0,0,grid_ds_P0_L1.csv,Dusky Sound (Fiordland) earthquake
20130801,0,Y,2,0,165.40000000000001,166.90000000000001,-51.375,-50.125,Y,0,0,Y,11,11,3d,none,0.00342,llgrid,ramp,2009-07-15,-0.29000000000000004,2011-09-01,0,0,grid_ds_P0_L1.csv,Dusky Sound (Fiordland) earthquake
20130801,0,Y,1,1,178.15000000000001,178.90000000000001,-50.0,-49.25,Y,0,0,Y,6,7,3d,none,0.00147,llgrid,step,2009-07-15,-1.05,2009-07-15,0,0,grid_ds_P1_L1.csv,Dusky Sound (Fiordland) earthquake
20130801,0,Y,2,1,178.15000000000001,178.90000000000001,-50.0,-49.25,Y,0,0,Y,6,7,3d,none,0.00147,llgrid,ramp,2009-07-15,-0.29000000000000004,2011-09-01,0,0,grid_ds_P1_L1.csv,Dusky Sound (Fiordland) earthquake
20130801,0,Y,1,2,164.65000000000001,177.25,-48.5,-39.625,Y,0,0,Y,85,72,3d,none,1.80139,llgrid,step,2009-07-15,-1.05,2009-07-15,0,0,grid_ds_P2_L1.csv,Dusky Sound (Fiordland) earthquake
20130801,0,Y,2,2,164.65000000000001,177.25,-48.5,-39.625,Y,0,0,Y,85,72,3d,none,1.80139,llgrid,ramp,2009-07-15,-0.29000000000000004,2011-09-01,0,0,grid_ds_P2_L1.csv,Dusky Sound (Fiordland) earthquake
20130801,0,Y,1,3,165.28749999999999,167.76249999999999,-46.9375,-44.6875,Y,0,0,Y,67,73,3d,none,1.83377,llgrid,step,2009-07-15,-1.05,2009-07-15,0,0,grid_ds_P2_L2.csv,Dusky Sound (Fiordland) earthquake
20130801,0,Y,2,3,165.28749999999999,167.76249999999999,-46.9375,-44.6875,Y,0,0,Y,67,73,3d,none,1.83377,llgrid,ramp,2009-07-15,-0.29000000000000004,2011-09-01,0,0,grid_ds_P2_L2.csv,Dusky Sound (Fiordland) earthquake
20130801,0,Y,1,4,166.07499999999999,166.84375,-46.3515625,-45.28125,Y,0,0,Y,83,138,3d,none,1.80785,llgrid,step,2009-07-15,-1.05,2009-07-15,0,0,grid_ds_P2_L3.csv,Dusky Sound (Fiordland) earthquake
20130801,0,Y,2,4,166.07499999999999,166.84375,-46.3515625,-45.28125,Y,0,0,Y,83,138,3d,none,1.80785,llgrid,ramp,2009-07-15,-0.29000000000000004,2011-09-01,0,0,grid_ds_P2_L3.csv,Dusky Sound (Fiordland) earthquake
20130801,0,Y,1,5,178.44999999999999,179.5,-48.125,-47.375,Y,0,0,Y,8,7,3d,none,0.00197,llgrid,step,2009-07-15,-1.05,2009-07-15,0,0,grid_ds_P3_L1.csv,Dusky Sound (Fiordland) earthquake
20130801,0,Y,2,5,178.44999999999999,179.5,-48.125,-47.375,Y,0,0,Y,8,7,3d,none,0.00197,llgrid,ramp,2009-07-15,-0.29000000000000004,2011-09-01,0,0,grid_ds_P3_L1.csv,Dusky Sound (Fiordland) earthquake
